scheme,n_ip,n_spip,mean_ip,mean_spip,sd_ip,sd_spip,t,df,p,cohen_d
SP-IP-unscr,19,19,0.03446527443475731,-0.0005056654340144729,0.027726508184855246,0.03453886476558551,3.4416654035829737,34.39200889625733,0.0015356580374387022,1.1166237056516188
