scheme,n_ip,n_spip,mean_ip,mean_spip,sd_ip,sd_spip,t,df,p,cohen_d
SP-IP,19,19,0.03446527443475731,0.005997862278535827,0.027726508184855246,0.027639837509590804,3.1695192614135546,35.99964713486716,0.0031120350045032584,1.0283278377756633
