n_ip,n_sp,mean_ip,mean_sp,sd_ip,sd_sp,t,df,p,cohen_d
19,19,0.03446527443475731,0.01523809822791654,0.027726508184855246,0.022303685496293243,2.355259762516027,34.41980874868673,0.024344926828883243,0.7641471716149043
