parcel_id,parcel_label,hemisphere,network,subregion,system,x_mni,y_mni,z_mni,onset_response_mean,t_vs0,p_uncorrected,p_FDR_BH,sig_FDR_0.05
108,17Networks_LH_SalVentAttnB_PFCmp_1,LH,SalVentAttnB,PFCmp,Salience / ventral attention,-6.0,21.8,31.1,0.3251596389684613,4.746695206305017,0.0001611104445656,0.0012159278835142,True
109,17Networks_LH_LimbicB_OFC_1,LH,LimbicB,OFC,Limbic,-12.4,24.3,-20.5,0.0389593897068851,1.416667876176322,0.1736548428493993,0.2812224175698775,False
110,17Networks_LH_LimbicB_OFC_2,LH,LimbicB,OFC,Limbic,-23.6,22.4,-19.7,0.0840523072280834,2.291607471380958,0.0342038563335373,0.081432097090416,False
111,17Networks_LH_LimbicB_OFC_3,LH,LimbicB,OFC,Limbic,-10.6,47.3,-21.3,0.0491420870407079,1.7894665642275644,0.090379270807291,0.1713351105351488,False
112,17Networks_LH_LimbicB_OFC_4,LH,LimbicB,OFC,Limbic,-3.9,23.3,-18.9,-0.0022472339682416,-0.1247439824112446,0.902108817153608,0.9372559139258264,False
113,17Networks_LH_LimbicB_OFC_5,LH,LimbicB,OFC,Limbic,-15.4,64.3,-8.5,0.0616618369130706,1.6999415309694177,0.1063562248688974,0.1960483407721612,False
114,17Networks_LH_LimbicA_TempPole_1,LH,LimbicA,TempPole,Limbic,-37.4,-5.5,-42.3,-0.0591069049459783,-2.5082896066207274,0.0219267354778896,0.0596645863343936,False
115,17Networks_LH_LimbicA_TempPole_2,LH,LimbicA,TempPole,Limbic,-25.1,5.8,-38.3,1.1226345404176532e-05,0.0004351771444039,0.9996575656295794,0.9996575656295794,False
116,17Networks_LH_LimbicA_TempPole_3,LH,LimbicA,TempPole,Limbic,-25.6,-9.0,-32.6,0.0289379033236874,1.6490122556455309,0.1164877822644561,0.209887895971993,False
117,17Networks_LH_LimbicA_TempPole_4,LH,LimbicA,TempPole,Limbic,-53.8,-21.4,-31.4,-0.0329539582860291,-0.8395023139251239,0.4121990929008487,0.5477728809313605,False
118,17Networks_LH_LimbicA_TempPole_5,LH,LimbicA,TempPole,Limbic,-40.1,-21.8,-26.6,-0.0583654486316268,-3.149202695861594,0.0055480277480503,0.0198143848144655,True
119,17Networks_LH_LimbicA_TempPole_6,LH,LimbicA,TempPole,Limbic,-31.5,11.5,-29.4,-0.0659851305045242,-2.4030471464392105,0.0272558336748035,0.069002110569123,False
120,17Networks_LH_LimbicA_TempPole_7,LH,LimbicA,TempPole,Limbic,-44.2,5.3,-16.2,-0.1537994838377616,-4.334783872631817,0.0003991136839148,0.0024560842087068,True
121,17Networks_LH_ContA_Temp_1,LH,ContA,Temp,Frontoparietal control,-55.1,-61.7,-0.7,-0.0468162933697923,-0.912381973229554,0.3736262941227523,0.5118168412640443,False
122,17Networks_LH_ContA_IPS_1,LH,ContA,IPS,Frontoparietal control,-28.8,-74.2,42.3,0.1702420811311312,2.644721352601015,0.0164715611071271,0.0470616031632204,True
123,17Networks_LH_ContA_IPS_2,LH,ContA,IPS,Frontoparietal control,-58.3,-41.6,45.6,0.3957028433347888,5.492342845033626,3.2396823443643275e-05,0.0003322751122424,True
124,17Networks_LH_ContA_IPS_3,LH,ContA,IPS,Frontoparietal control,-34.4,-62.1,47.9,0.2715209882536569,3.7776231295904417,0.0013784386371438,0.0068921931857191,True
125,17Networks_LH_ContA_IPS_4,LH,ContA,IPS,Frontoparietal control,-45.0,-41.3,46.7,0.2284571208353292,3.080966274103521,0.0064418825690935,0.0224065480664123,True
126,17Networks_LH_ContA_IPS_5,LH,ContA,IPS,Frontoparietal control,-33.1,-46.5,40.9,0.2290039196147561,3.2718697559959304,0.0042362170244272,0.0161744828785433,True
127,17Networks_LH_ContA_PFCd_1,LH,ContA,PFCd,Frontoparietal control,-21.2,5.1,64.0,0.193279213469778,3.314311605437981,0.0038574680507647,0.0152771011911476,True
128,17Networks_LH_ContA_PFClv_1,LH,ContA,PFClv,Frontoparietal control,-47.9,35.1,10.5,0.0430309790957468,0.6364367236172921,0.5325023257052487,0.6636476405865174,False
129,17Networks_LH_ContA_PFClv_2,LH,ContA,PFClv,Frontoparietal control,-41.6,37.7,21.9,0.2259897339501527,3.4536535961722814,0.0028336877127606,0.0116853101557141,True
130,17Networks_LH_ContA_PFCl_1,LH,ContA,PFCl,Frontoparietal control,-49.4,6.0,25.6,-0.0113451951908916,-0.2201329752403429,0.8282449393966766,0.8854327025467118,False
131,17Networks_LH_ContA_PFCl_2,LH,ContA,PFCl,Frontoparietal control,-44.4,20.2,27.2,-0.1064139502165637,-1.4977174315243944,0.1515380546836327,0.2557604298457936,False
132,17Networks_LH_ContA_PFCl_3,LH,ContA,PFCl,Frontoparietal control,-39.2,7.4,33.5,-0.0419228718701292,-0.8784291401082016,0.3912862679059621,0.5316131393971008,False
133,17Networks_LH_ContA_Cingm_1,LH,ContA,Cingm,Frontoparietal control,-3.3,6.4,28.5,0.1277302094836136,3.076133439126819,0.0065102619144448,0.0224491790153269,True
134,17Networks_LH_ContB_Temp_1,LH,ContB,Temp,Frontoparietal control,-60.2,-36.4,-18.1,0.0168973668866607,0.3367932529221877,0.7401677214326414,0.8312847192241815,False
135,17Networks_LH_ContB_Temp_2,LH,ContB,Temp,Frontoparietal control,-60.5,-48.9,-9.7,0.0725758997922679,1.397258151948786,0.1793232799275477,0.2880695259880284,False
136,17Networks_LH_ContB_IPL_1,LH,ContB,IPL,Frontoparietal control,-48.9,-59.5,46.9,0.3904087224748023,4.780269574839149,0.0001497105882892,0.001151619909917,True
137,17Networks_LH_ContB_IPL_2,LH,ContB,IPL,Frontoparietal control,-53.2,-49.6,44.8,0.3801615216596857,5.025610042318648,8.783837254919487e-05,0.0007319864379099,True
138,17Networks_LH_ContB_IPL_3,LH,ContB,IPL,Frontoparietal control,-42.1,-52.2,48.6,0.3183439130145932,4.008991747393678,0.0008231784407316,0.004449613193144,True
139,17Networks_LH_ContB_PFCd_1,LH,ContB,PFCd,Frontoparietal control,-29.9,13.6,57.2,0.1113164296586773,1.3983308465293862,0.1790061576457867,0.2880695259880284,False
