parcel_id,parcel_label,hemisphere,network,subregion,system,x_mni,y_mni,z_mni,isc_mean,t_vs0,p_uncorrected,p_FDR_BH,sig_FDR_0.05
120,17Networks_LH_LimbicA_TempPole_7,LH,LimbicA,TempPole,Limbic,-44.2,5.3,-16.2,0.1252436330982006,7.002841599162182,1.5451094829141678e-06,7.186555734484502e-06,True
121,17Networks_LH_ContA_Temp_1,LH,ContA,Temp,Frontoparietal control,-55.1,-61.7,-0.7,0.14108126586160596,5.573605137427868,2.7300653280574825e-05,7.531214698089607e-05,True
122,17Networks_LH_ContA_IPS_1,LH,ContA,IPS,Frontoparietal control,-28.8,-74.2,42.3,0.11619039490567849,4.460615093318782,0.00030215250202064774,0.0005755285752774243,True
123,17Networks_LH_ContA_IPS_2,LH,ContA,IPS,Frontoparietal control,-58.3,-41.6,45.6,0.19624521851346857,7.94661192255001,2.6955744600458106e-07,1.996721822256156e-06,True
124,17Networks_LH_ContA_IPS_3,LH,ContA,IPS,Frontoparietal control,-34.4,-62.1,47.9,0.15348409745408118,6.019426078590961,1.0830659401707e-05,3.4656323543150315e-05,True
125,17Networks_LH_ContA_IPS_4,LH,ContA,IPS,Frontoparietal control,-45.0,-41.3,46.7,0.14998627072278214,6.385582635528165,5.16649267649247e-06,1.913515806108322e-05,True
126,17Networks_LH_ContA_IPS_5,LH,ContA,IPS,Frontoparietal control,-33.1,-46.5,40.9,0.13987208831369238,7.453919363937118,6.60763546039207e-07,4.06623720639512e-06,True
127,17Networks_LH_ContA_PFCd_1,LH,ContA,PFCd,Frontoparietal control,-21.2,5.1,64.0,0.1045453620122291,4.754825757461618,0.0001582711762738846,0.0003297316172372596,True
128,17Networks_LH_ContA_PFClv_1,LH,ContA,PFClv,Frontoparietal control,-47.9,35.1,10.5,0.09929809167056367,5.005178812582594,9.180676487085236e-05,0.0002086517383428463,True
129,17Networks_LH_ContA_PFClv_2,LH,ContA,PFClv,Frontoparietal control,-41.6,37.7,21.9,0.14665229576857275,5.527987851949672,3.005083928295175e-05,8.067339404819261e-05,True
130,17Networks_LH_ContA_PFCl_1,LH,ContA,PFCl,Frontoparietal control,-49.4,6.0,25.6,0.19517821174214567,5.425821786469079,3.729058351913328e-05,9.561688081829047e-05,True
131,17Networks_LH_ContA_PFCl_2,LH,ContA,PFCl,Frontoparietal control,-44.4,20.2,27.2,0.19768384957823032,7.321963476532808,8.44752527923844e-07,4.827157302421966e-06,True
132,17Networks_LH_ContA_PFCl_3,LH,ContA,PFCl,Frontoparietal control,-39.2,7.4,33.5,0.1719418228639591,6.362656287426765,5.40875174529159e-06,1.966818816469669e-05,True
133,17Networks_LH_ContA_Cingm_1,LH,ContA,Cingm,Frontoparietal control,-3.3,6.4,28.5,0.07923142116618245,3.220054178499449,0.004748376892397176,0.0067352863721945756,True
134,17Networks_LH_ContB_Temp_1,LH,ContB,Temp,Frontoparietal control,-60.2,-36.4,-18.1,0.05837767915114204,2.9880645600403795,0.007887417676006389,0.010551729332450018,True
135,17Networks_LH_ContB_Temp_2,LH,ContB,Temp,Frontoparietal control,-60.5,-48.9,-9.7,0.07297813495318801,4.094824689149069,0.0006800062163542403,0.0012088999401853161,True
136,17Networks_LH_ContB_IPL_1,LH,ContB,IPL,Frontoparietal control,-48.9,-59.5,46.9,0.12434382898891957,5.9699562221325655,1.1985895563840175e-05,3.775085216957535e-05,True
137,17Networks_LH_ContB_IPL_2,LH,ContB,IPL,Frontoparietal control,-53.2,-49.6,44.8,0.1218494507166743,7.092791833166847,1.3014820354128971e-06,6.427071779816775e-06,True
138,17Networks_LH_ContB_IPL_3,LH,ContB,IPL,Frontoparietal control,-42.1,-52.2,48.6,0.142624692341911,7.16337790257736,1.1383967683721595e-06,5.837932145498254e-06,True
139,17Networks_LH_ContB_PFCd_1,LH,ContB,PFCd,Frontoparietal control,-29.9,13.6,57.2,0.09930084214948692,6.034447769688184,1.0503078647152573e-05,3.388089886178249e-05,True
