parcel_id,parcel_label,hemisphere,network,subregion,system,x_mni,y_mni,z_mni,onset_response_mean,t_vs0,p_uncorrected,p_FDR_BH,sig_FDR_0.05
74,17Networks_LH_DorsAttnB_PostC_2,LH,DorsAttnB,PostC,Dorsal attention,-54.8,-19.8,40.7,0.10125476232990904,2.4361637453757177,0.025460293658699774,0.03800394506514658,True
75,17Networks_LH_DorsAttnB_PostC_3,LH,DorsAttnB,PostC,Dorsal attention,-54.8,-31.3,44.4,0.2081096930408349,3.2206597791760054,0.004742053922539623,0.009075701287157173,True
76,17Networks_LH_DorsAttnB_PostC_4,LH,DorsAttnB,PostC,Dorsal attention,-46.2,-29.1,43.8,0.17602098348121886,3.3990243527049726,0.003198412682513053,0.006594665324769181,True
77,17Networks_LH_DorsAttnB_PostC_5,LH,DorsAttnB,PostC,Dorsal attention,-39.0,-37.5,49.8,0.14531933198424998,2.711926886912639,0.014285001201620084,0.023227644230276557,True
78,17Networks_LH_DorsAttnB_PostC_6,LH,DorsAttnB,PostC,Dorsal attention,-30.2,-46.3,62.7,0.11784021568670426,2.0569235884681274,0.05448310772219587,0.07192489468276682,False
79,17Networks_LH_DorsAttnB_PostC_7,LH,DorsAttnB,PostC,Dorsal attention,-7.4,-58.5,63.1,0.09747658613767791,2.2670121098959024,0.035944039236038845,0.05080429573998423,False
80,17Networks_LH_DorsAttnB_PostC_8,LH,DorsAttnB,PostC,Dorsal attention,-19.7,-56.5,66.3,0.06378580801764286,1.4749191743860444,0.15751127247847985,0.1840007004312233,False
81,17Networks_LH_DorsAttnB_PostC_9,LH,DorsAttnB,PostC,Dorsal attention,-12.9,-50.6,71.6,0.09090507905353895,2.1967715789115507,0.041373840562612674,0.05667649392138722,False
82,17Networks_LH_DorsAttnB_FEF_1,LH,DorsAttnB,FEF,Dorsal attention,-40.3,-2.3,51.3,0.08602827968754993,1.6217805995392622,0.12223500959694106,0.147716023682104,False
83,17Networks_LH_DorsAttnB_FEF_2,LH,DorsAttnB,FEF,Dorsal attention,-25.7,-0.5,55.2,0.13535951575226587,3.4413680868065724,0.0029119503265554675,0.006066563180323891,True
84,17Networks_LH_DorsAttnB_FEF_3,LH,DorsAttnB,FEF,Dorsal attention,-30.0,-8.0,51.7,0.12082731344737677,3.1155526824503528,0.005972549635352935,0.011194597172724762,True
85,17Networks_LH_DorsAttnB_PrCv_1,LH,DorsAttnB,PrCv,Dorsal attention,-50.0,2.6,38.0,0.12428246075943881,2.126232956699855,0.04757549971660561,0.06371896246982661,False
86,17Networks_LH_SalVentAttnA_ParOper_1,LH,SalVentAttnA,ParOper,Salience / ventral attention,-54.6,-32.0,22.2,-0.07325387002004453,-2.27538956384571,0.03534232115616909,0.05030935395895956,False
87,17Networks_LH_SalVentAttnA_ParOper_2,LH,SalVentAttnA,ParOper,Salience / ventral attention,-58.0,-44.2,27.3,0.10113496097988932,2.5001591714744498,0.022300640576936016,0.034177226937832976,True
88,17Networks_LH_SalVentAttnA_ParOper_3,LH,SalVentAttnA,ParOper,Salience / ventral attention,-61.2,-36.1,33.3,0.15717093562057943,3.674465320311146,0.001734538343205796,0.003987444467139761,True
89,17Networks_LH_SalVentAttnA_Ins_1,LH,SalVentAttnA,Ins,Salience / ventral attention,-38.7,1.9,-4.6,0.20012308518120173,4.57807438463601,0.0002332292696354645,0.0007784665956866081,True
90,17Networks_LH_SalVentAttnA_Ins_2,LH,SalVentAttnA,Ins,Salience / ventral attention,-39.8,-14.4,-1.7,-0.02681727409840918,-0.5524791033399229,0.587415805252488,0.6167095068267591,False
91,17Networks_LH_SalVentAttnA_Ins_3,LH,SalVentAttnA,Ins,Salience / ventral attention,-33.0,19.2,8.2,0.34556068094095715,8.960365381376501,4.703164484035229e-08,8.958408541019484e-07,True
92,17Networks_LH_SalVentAttnA_Ins_4,LH,SalVentAttnA,Ins,Salience / ventral attention,-36.5,4.4,10.7,0.22981068050752892,4.710136356919162,0.0001745316257987627,0.0006233272349955812,True
93,17Networks_LH_SalVentAttnA_FrOper_1,LH,SalVentAttnA,FrOper,Salience / ventral attention,-50.5,1.5,4.4,-0.02682593351509553,-0.5589437260488324,0.5830879724462693,0.615396276988147,False
94,17Networks_LH_SalVentAttnA_FrOper_2,LH,SalVentAttnA,FrOper,Salience / ventral attention,-52.1,8.7,13.3,0.19035479657330287,3.387360022550644,0.0032820960390720698,0.006698155181779734,True
95,17Networks_LH_SalVentAttnA_ParMed_1,LH,SalVentAttnA,ParMed,Salience / ventral attention,-11.0,-27.4,41.1,0.20465758870604842,5.648826554233975,2.331713765336827e-05,0.00013136415579362407,True
96,17Networks_LH_SalVentAttnA_ParMed_2,LH,SalVentAttnA,ParMed,Salience / ventral attention,-12.6,-41.5,47.3,0.20225878408805595,4.910565919407472,0.00011271185442220802,0.0004508474176888321,True
