parcel_id,parcel_label,hemisphere,network,subregion,system,x_mni,y_mni,z_mni,onset_response_mean,t_vs0,p_uncorrected,p_FDR_BH,sig_FDR_0.05
126,17Networks_LH_ContA_IPS_5,LH,ContA,IPS,Frontoparietal control,-33.1,-46.5,40.9,0.3240621866115448,5.139087843159076,6.877476632375736e-05,0.0005190548401793008,True
127,17Networks_LH_ContA_PFCd_1,LH,ContA,PFCd,Frontoparietal control,-21.2,5.1,64.0,0.13572734023083025,3.164715454011836,0.005362391703493866,0.013838430202564814,True
128,17Networks_LH_ContA_PFClv_1,LH,ContA,PFClv,Frontoparietal control,-47.9,35.1,10.5,0.14201078322700772,4.271409244694186,0.0004593166112473908,0.0020724518032885077,True
129,17Networks_LH_ContA_PFClv_2,LH,ContA,PFClv,Frontoparietal control,-41.6,37.7,21.9,0.3161632262751355,5.758400697992819,1.8553776687145625e-05,0.00018553776687145625,True
130,17Networks_LH_ContA_PFCl_1,LH,ContA,PFCl,Frontoparietal control,-49.4,6.0,25.6,0.07906810810629623,1.6296211808418049,0.12055609863082623,0.18714378381113397,False
131,17Networks_LH_ContA_PFCl_2,LH,ContA,PFCl,Frontoparietal control,-44.4,20.2,27.2,0.13459204183427242,2.6063389385884244,0.017859686998098534,0.0375985831868516,True
132,17Networks_LH_ContA_PFCl_3,LH,ContA,PFCl,Frontoparietal control,-39.2,7.4,33.5,0.18741654733700344,3.627987633255102,0.0019236060486229236,0.006106685868644201,True
133,17Networks_LH_ContA_Cingm_1,LH,ContA,Cingm,Frontoparietal control,-3.3,6.4,28.5,0.15594192238741414,3.965000793860011,0.0009079226230040958,0.0034860210990920984,True
134,17Networks_LH_ContB_Temp_1,LH,ContB,Temp,Frontoparietal control,-60.2,-36.4,-18.1,0.08631996938210429,2.746548682750746,0.013269679918379984,0.029719978488095624,True
135,17Networks_LH_ContB_Temp_2,LH,ContB,Temp,Frontoparietal control,-60.5,-48.9,-9.7,0.2121890956782795,3.809755015150182,0.0012831899393001217,0.00446326935408738,True
136,17Networks_LH_ContB_IPL_1,LH,ContB,IPL,Frontoparietal control,-48.9,-59.5,46.9,0.25947993620407206,4.783877958264209,0.00014853528861464332,0.0009283455538415207,True
137,17Networks_LH_ContB_IPL_2,LH,ContB,IPL,Frontoparietal control,-53.2,-49.6,44.8,0.33149019753735276,6.422219218120746,4.8023834281832196e-06,9.287206069081803e-05,True
138,17Networks_LH_ContB_IPL_3,LH,ContB,IPL,Frontoparietal control,-42.1,-52.2,48.6,0.3781825229825028,6.721905846485281,2.65937153847601e-06,7.372627738833706e-05,True
139,17Networks_LH_ContB_PFCd_1,LH,ContB,PFCd,Frontoparietal control,-29.9,13.6,57.2,0.05791310581579194,1.1023147308273078,0.28484596438656845,0.3928909853607841,False
140,17Networks_LH_ContB_PFClv_1,LH,ContB,PFClv,Frontoparietal control,-41.9,49.1,-6.5,0.04621011081680064,1.3900713298655671,0.18145963180452138,0.2629849736297411,False
141,17Networks_LH_ContB_PFClv_2,LH,ContB,PFClv,Frontoparietal control,-28.0,58.4,-0.7,0.10697210574700139,2.5857776444570897,0.018648295460591824,0.038649317016770615,True
142,17Networks_LH_ContB_PFClv_3,LH,ContB,PFClv,Frontoparietal control,-27.6,56.8,13.0,0.2584520134453519,4.2051440184823665,0.0005321036677452481,0.002264270926575524,True
