narrative,comparison,n_ip,n_sp,mean_ip,mean_sp,sd_ip,sd_sp,t,df,p,cohen_d
ntf,IP-IP vs SP-SP inversion selectivity,19,19,-0.027351097551540388,-0.04474659889608221,0.06322790866473105,0.07059366162656865,0.8001027379283752,35.57153322421125,0.4289625284575209,0.2595876063947102
